S'	PRO	se
,	PUNCT	,
les	DET	le
clers	NOUN	cler
,	PUNCT	,
les	DET	le
sainctes	NOUN	saint
vierges	NOUN	verge
et	CCONJ	et
lez	DET	lez
chastes	NOUN	chaste
veufves	ADJ	vevoir
et	CCONJ	et
leur	DET	leur
conta	VERB	conter
ce	PRON	ce
qui	PRON	qui
luy	PRON	lui
estoit	VERB	estre
commandé	VERB	commander
de	ADP	de
l'	DET	le
empereur	NOUN	empereur
Louys	PROPN	louis
,	PUNCT	,
roy	NOUN	roi
de	ADP	de
France	PROPN	france
,	PUNCT	,
et	CCONJ	et
ilz	PRON	il
s'	DET	soi
accorderent	VERB	accorder
tous	DET	tout
et	CCONJ	et
toutes	DET	tout
a	ADP	a
son	DET	son
voulloir	VERB	vouloir
,	PUNCT	,
dont	PRON	dont
rendit	VERB	rendre
graces	NOUN	grace
a	ADP	a
Nostre	DET	notre
Seigneur	NOUN	seigneur
.	PUNCT	.
Et	CCONJ	et
adoncquez	VERB	adoncer
fut	VERB	être
admonnestee	VERB	adomminer
ceste	DET	cest
saincte	ADJ	saint
abbesse	NOUN	abbé
qu'	SCONJ	que
elle	PRON	elle
ce	PRON	ce
hatast	VERB	hatast
,	PUNCT	,
laquelle	DET	lequel
par	ADP	par
l'	DET	le
ayde	NOUN	aider
de	ADP	de
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
parfist	VERB	parfait
ce	PRON	ce
qu'	SCONJ	que
elle	PRON	elle
avoit	VERB	avoir
en	ADP	en
voullenté	NOUN	volonté
et	CCONJ	et
print	VERB	prendre
grand	ADJ	grand
compagnie	NOUN	compagnie
,	PUNCT	,
et	CCONJ	et
a	ADP	a
grant	ADJ	grant
devocion	NOUN	devocir
et	CCONJ	et
reverence	NOUN	reverce
vindrent	VERB	venir
en	ADP	en
l'	DET	le
esglise	VERB	église
de	ADP	de
Saincte	ADJ	saint
Croix	NOUN	croix
,	PUNCT	,
laquelle	DET	lequel
esglise	VERB	église
ycelle	DET	cil
saincte	ADJ	saint
Baupheur	NOUN	baucher
avoit	VERB	avoir
faict	VERB	faire
faire	VERB	faire
et	CCONJ	et
fondee	VERB	fonder
,	PUNCT	,
auquel	ADP.PRON	à.lequel
lieu	NOUN	lieu
son	DET	son
sainct	ADJ	saint
corps	NOUN	corps
reposoit	VERB	reposer
et	CCONJ	et
selebrerent	VERB	selementre
sollempnellement	NOUN	solentincement
la	DET	le
messe	NOUN	messe
a	ADP	a
grand	ADJ	grand
devocion	NOUN	devocir
.	PUNCT	.
Et	CCONJ	et
ycelle	DET	cil
saincte	ADJ	saint
abbesse	NOUN	abbé
admonnesta	VERB	adomner
tout	DET	tout
le	DET	le
clergé	NOUN	clerge
,	PUNCT	,
hommes	NOUN	homme
et	CCONJ	et
fames	NOUN	feme
,	PUNCT	,
qu'	SCONJ	que
ilz	PRON	il
vousissent	VERB	voloir
prier	VERB	priier
devostement	NOUN	défonter
et	CCONJ	et
humblement	ADV	humblement
Nostre	DET	notre
Seigneur	NOUN	seigneur
qu'	SCONJ	que
ilz	PRON	il
pussent	VERB	puissent
deffouyr	VERB	défovir
le	DET	le
sainct	ADJ	saint
corps	NOUN	corps
de	ADP	de
la	DET	le
ou	CCONJ	ou
il	PRON	il
estoit	VERB	estre
enterré	VERB	entrer
et	CCONJ	et
que	SCONJ	que
ilz	PRON	il
le	DET	le
pussent	VERB	puissent
atoucher	VERB	atorcher
de	ADP	de
leurs	DET	leur
propres	NOUN	propre
mains	NOUN	main
et	CCONJ	et
porter	VERB	porter
du	ADP.DET	de.le
lieu	NOUN	lieu
ou	CCONJ	ou
il	PRON	il
estoit	VERB	estre
en	ADP	en
ung	DET	un
aultre	ADJ	autre
lyeu	NOUN	lieu
.	PUNCT	.
Quant	SCONJ	cant
la	DET	le
sollempnité	NOUN	solention
de	ADP	de
la	DET	le
messe	NOUN	messe
fut	VERB	être
celebree	VERB	celer
a	ADP	a
sains	ADJ	sain
sonnans	NOUN	sonner
et	CCONJ	et
a	ADP	a
grand	ADJ	grand
letanie	VERB	letin
,	PUNCT	,
vindrent	VERB	venir
au	ADP.DET	a.le
tumbeau	NOUN	tomber
d'	ADP	de
icelle	DET	cil
saincte	ADJ	saint
mere	NOUN	mere
.	PUNCT	.
Et	CCONJ	et
l'	DET	le
abbesse	NOUN	abbé
avecquez	ADP	avec
toute	DET	tout
la	DET	le
compagnie	NOUN	compagnie
ce	PRON	ce
mirent	VERB	metre
en	ADP	en
terre	NOUN	terre
en	ADP	en
oraysons	NOUN	oraisone
et	CCONJ	et
prieres	NOUN	priier
envers	ADP	envers
Nostre	DET	notre
Seigneur	NOUN	seigneur
qui	PRON	qui
oyt	VERB	ouïr
tous	DET	tout
ceulx	PRON	cil
qui	PRON	qui
de	ADP	de
bon	ADJ	bon
cueur	NOUN	coeur
le	DET	le
prient	VERB	priier
que	SCONJ	que
il	PRON	il
les	DET	le
fist	VERB	faire
dignes	ADJ	digne
de	ADP	de
parfaire	NOUN	parfait
ce	PRON	ce
qu'	SCONJ	que
ilz	PRON	il
avoient	VERB	avoir
encommencé	VERB	encommencer
et	CCONJ	et
que	SCONJ	que
il	PRON	il
leur	DET	leur
donnast	VERB	donner
grace	NOUN	grace
qu'	SCONJ	que
ilz	PRON	il
pussent	VERB	puissent
remuer	VERB	remüer
le	DET	le
sainct	ADJ	saint
corps	NOUN	corps
.	PUNCT	.
L'	DET	le
abbesse	NOUN	abbé
,	PUNCT	,
laquelle	DET	lequel
resplendissoit	VERB	resplendre
toute	DET	tout
de	ADP	de
la	DET	le
grace	NOUN	grace
de	ADP	de
Dieu	PROPN	dieu
,	PUNCT	,
commanda	VERB	commander
a	ADP	a
descouvrir	VERB	descovrir
le	DET	le
tumbeau	NOUN	tomber
ou	CCONJ	ou
le	DET	le
sainct	ADJ	saint
corps	NOUN	corps
de	ADP	de
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
gisoit	VERB	jesir
.	PUNCT	.
Et	CCONJ	et
yceulx	DET	cil
,	PUNCT	,
ayans	NOUN	avoir
grand	ADJ	grand
paour	NOUN	peur
en	ADP	en
aprochant	VERB	aprochier
du	ADP.DET	de.le
tonbeau	NOUN	tomber
,	PUNCT	,
commencerent	VERB	commencer
a	ADP	a
deffouyr	VERB	défovir
et	CCONJ	et
quant	SCONJ	cant
ilz	PRON	il
eurent	VERB	avoir
la	DET	le
terre	NOUN	terre
gectee	VERB	jeter
de	ADP	de
la	DET	le
fosse	NOUN	fosse
,	PUNCT	,
ilz	PRON	il
trouverent	VERB	trouver
ung	DET	un
serqueul	NOUN	serquer
ou	CCONJ	ou
son	DET	son
sainct	ADJ	saint
corps	NOUN	corps
gisoit	VERB	jesir
.	PUNCT	.
Si	ADV	si
firent	VERB	faire
tant	ADV	tant
qu'	SCONJ	que
ilz	PRON	il
le	DET	le
leverent	VERB	lever
en	ADP	en
hault	ADJ	haut
sur	ADP	sur
la	DET	le
terre	NOUN	terre
et	CCONJ	et
le	DET	le
tirerent	VERB	tirer
hors	ADV	hors
de	ADP	de
la	DET	le
fosse	NOUN	fosse
.	PUNCT	.
Aprés	ADP	après
ce	PRON	ce
que	SCONJ	que
il	PRON	il
fut	VERB	être
tiré	NOUN	tirer
,	PUNCT	,
ycelle	DET	cil
saincte	ADJ	saint
abbesse	NOUN	abbé
et	CCONJ	et
tous	DET	tout
ceulx	PRON	cil
qui	PRON	qui
la	DET	le
estoient	VERB	estre
rendirent	VERB	rendre
graces	NOUN	grace
a	ADP	a
Dieu	PROPN	dieu
et	CCONJ	et
souffrit	VERB	souffrir
que	SCONJ	que
tous	DET	tout
les	DET	le
assistans	NOUN	assistant
vissent	VERB	viste
celuy	DET	cil
tresor	NOUN	tresor
tant	ADV	tant
desiré	VERB	desirrer
et	CCONJ	et
que	SCONJ	que
ilz	PRON	il
l'	DET	le
adorassent	VERB	adoraire
avecquez	ADP	avec
grand	ADJ	grand
reverence	NOUN	reverce
.	PUNCT	.
Et	CCONJ	et
quant	SCONJ	cant
ilz	PRON	il
l'	DET	le
eurent	VERB	avoir
adoré	VERB	adorer
,	PUNCT	,
tendirent	VERB	tendre
les	DET	le
mains	NOUN	main
au	ADP.DET	a.le
ciel	NOUN	ciel
et	CCONJ	et
a	ADP	a
grand	ADJ	grand
joye	NOUN	joie
batoyent	VERB	batreonet
leur	DET	leur
coulpe	NOUN	coupe
en	ADP	en
retournant	VERB	retourner
au	ADP.DET	a.le
lieu	NOUN	lieu
dont	PRON	dont
ilz	PRON	il
estoient	VERB	estre
venus	VERB	venir
,	PUNCT	,
louant	VERB	louer
et	CCONJ	et
glorifiant	VERB	griverie
Nostre	DET	notre
Seigneur	NOUN	seigneur
qui	PRON	qui
guerdonne	NOUN	garder
lez	DET	lez
justes	NOUN	juste
et	CCONJ	et
donne	VERB	donner
remuneration	NOUN	remontremont
et	CCONJ	et
loyer	VERB	loyer
selon	ADJ	selon
ce	PRON	ce
qu'	SCONJ	que
ilz	PRON	il
ont	VERB	avoir
desservy	VERB	deservir
et	CCONJ	et
qui	PRON	qui
ce	PRON	ce
deigne	VERB	deignier
magniffier	VERB	mangieffer
en	ADP	en
terre	NOUN	terre
par	ADP	par
la	DET	le
demonstration	NOUN	dementre
de	ADP	de
sez	VERB	savoir
signes	NOUN	seigne
.	PUNCT	.
La	DET	le
bonne	ADJ	bon
abbesse	NOUN	abbé
,	PUNCT	,
ainssi	ADV	ainsi
acompagnee	VERB	acompagnier
de	ADP	de
plusieurs	DET	plusieurs
bones	ADJ	bon
pucelles	NOUN	pucelle
religieuses	ADJ	religier
avecquez	ADP	avec
les	DET	le
prebstres	NOUN	prefuster
et	CCONJ	et
clergé	NOUN	clerge
estant	VERB	être
en	ADP	en
prieres	NOUN	priier
et	CCONJ	et
oraysons	NOUN	oraisone
continuellement	NOUN	continuellement
,	PUNCT	,
en	ADP	en
chantant	VERB	chanter
louenges	NOUN	louange
jour	NOUN	jour
et	CCONJ	et
nuyt	NOUN	nuit
devant	ADP	devant
le	DET	le
precieulx	NOUN	prexieux
corps	NOUN	corps
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
,	PUNCT	,
fist	VERB	faire
assavoir	VERB	assavoir
a	ADP	a
l'	DET	le
evesquez	NOUN	evesque
de	ADP	de
Paris	PROPN	paris
toutes	DET	tout
sez	VERB	savoir
choses	NOUN	chose
,	PUNCT	,
lequel	DET	lequel
en	ADP	en
eut	VERB	avoir
moult	ADV	moult
grand	ADJ	grand
joye	NOUN	joie
et	CCONJ	et
de	ADP	de
la	DET	le
grand	ADJ	grand
joye	NOUN	joie
qu'	SCONJ	que
il	PRON	il
en	ADP	en
eut	VERB	avoir
luy	PRON	lui
fut	VERB	être
advys	NOUN	avis
que	SCONJ	que
luy	PRON	lui
seul	ADJ	sol
translatoit	VERB	trantoler
le	DET	le
sainct	ADJ	saint
corps	NOUN	corps
en	ADP	en
une	DET	un
aultre	ADJ	autre
esglise	VERB	église
.	PUNCT	.
La	DET	le
bone	ADJ	bon
abbesse	NOUN	abbé
voullut	VERB	vouloir
demonstrer	VERB	dementre
a	ADP	a
ceulx	PRON	cil
qui	PRON	qui
illecquez	VERB	illuec
venoient	VERB	venir
combien	NOUN	combien
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
avoit	VERB	avoir
de	ADP	de
merite	NOUN	merite
en	ADP	en
la	DET	le
compagnie	NOUN	compagnie
des	ADP.DET	de.le
sainctz	NOUN	saint
a	ADP	a
cause	NOUN	cause
qu'	SCONJ	que
elle	PRON	elle
resista	VERB	restre
aux	ADP.DET	à.le
temptacions	NOUN	tempteux
de	ADP	de
l'	DET	le
ennemy	NOUN	ennemi
d'	ADP	de
enfer	NOUN	enfer
et	CCONJ	et
aussy	ADV	aussi
a	ADP	a
la	DET	le
chair	VERB	chair
et	CCONJ	et
au	ADP.DET	a.le
monde	NOUN	monde
.	PUNCT	.
En	ADP	en
ycelle	DET	cil
abbaye	NOUN	abbaye
avoit	VERB	avoir
une	DET	un
saincte	ADJ	saint
religieuse	VERB	religier
laquelle	DET	lequel
servoit	VERB	servir
Dieu	PROPN	dieu
devottement	NOUN	détortement
.	PUNCT	.
Il	PRON	il
advint	VERB	advenir
qu'	SCONJ	que
elle	PRON	elle
fut	VERB	être
tres	ADV	très
griefvement	NOUN	grevenir
mallade	ADJ	malade
et	CCONJ	et
avoit	VERB	avoir
esté	VERB	être
en	ADP	en
telle	DET	tel
perplexité	NOUN	perplevoit
par	ADP	par
long	NOUN	long
temps	NOUN	temps
tellement	NOUN	tellement
qu'	SCONJ	que
elle	PRON	elle
ne	ADV	ne
ce	PRON	ce
povoit	VERB	pouvoir
ayder	VERB	aidier
de	ADP	de
nultz	DET	nul
de	ADP	de
sez	VERB	savoir
membres	NOUN	membre
et	CCONJ	et
convenoit	VERB	convoiier
qu'	SCONJ	que
elle	PRON	elle
fust	VERB	estre
portee	NOUN	porter
par	ADP	par
aultry	ADJ	autre
,	PUNCT	,
c'	CCONJ	ce
elle	PRON	elle
voulloit	VERB	vouloir
en	ADP	en
aulcung	DET	aucun
lieu	NOUN	lieu
aller	VERB	aller
.	PUNCT	.
Icelle	DET	cil
fut	VERB	être
portee	NOUN	porter
par	ADP	par
l'	DET	le
ayde	NOUN	aider
dez	ADP	dez
seurs	NOUN	ser
en	ADP	en
l'	DET	le
esglise	VERB	église
ou	CCONJ	ou
le	DET	le
corps	NOUN	corps
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
reposoit	VERB	reposer
,	PUNCT	,
laquelle	DET	lequel
ce	PRON	ce
mist	VERB	metre
la	DET	le
moult	ADV	moult
longuement	ADV	longuement
en	ADP	en
orayson	NOUN	orainse
,	PUNCT	,
et	CCONJ	et
pria	VERB	priier
Nostre	DET	notre
Seigneur	NOUN	seigneur
en	ADP	en
plorant	VERB	plorer
,	PUNCT	,
et	CCONJ	et
quant	SCONJ	cant
elle	PRON	elle
eut	VERB	avoir
finé	NOUN	finer
son	DET	son
orayson	NOUN	orainse
,	PUNCT	,
elle	PRON	elle
ce	PRON	ce
leva	VERB	lever
toute	DET	tout
sayne	NOUN	sain
.	PUNCT	.
En	ADP	en
telle	DET	tel
maniere	NOUN	manière
receut	VERB	recevoir
sancté	NOUN	santé
celle	DET	cil
religieuse	VERB	religier
par	ADP	par
lez	DET	lez
meritez	NOUN	merite
et	CCONJ	et
intercessions	NOUN	inclatres
de	ADP	de
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
.	PUNCT	.
Ung	DET	un
floybe	NOUN	floir
homme	NOUN	homme
estoit	VERB	estre
qui	PRON	qui
avoit	VERB	avoir
non	NOUN	nom
Bauldrat	PROPN	baudre
,	PUNCT	,
lequel	DET	lequel
estoit	VERB	estre
moult	ADV	moult
deffectueulx	ADJ	défucler
et	CCONJ	et
impotent	VERB	impoter
et	CCONJ	et
tout	DET	tout
contrefaict	VERB	contrefaire
de	ADP	de
ses	DET	son
membres	NOUN	membre
tellement	NOUN	tellement
que	SCONJ	que
lez	DET	lez
tallons	NOUN	talir
luy	PRON	lui
tenoient	VERB	tenir
pres	ADV	près
le	DET	le
siege	NOUN	siege
.	PUNCT	.
Il	PRON	il
pria	VERB	priier
qu'	SCONJ	que
il	PRON	il
fut	VERB	être
porté	NOUN	porter
devant	ADP	devant
le	DET	le
corps	NOUN	corps
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
,	PUNCT	,
si	ADV	si
que	SCONJ	que
par	ADP	par
la	DET	le
pitié	NOUN	pitié
de	ADP	de
Nostre	DET	notre
Seigneur	NOUN	seigneur
luy	PRON	lui
voulsist	VERB	voloir
departir	VERB	departir
de	ADP	de
sa	DET	son
grace	NOUN	grace
et	CCONJ	et
misericorde	NOUN	miséricorde
par	ADP	par
les	DET	le
prieres	NOUN	priier
et	CCONJ	et
intercessions	NOUN	inclatres
de	ADP	de
sa	DET	son
glorieuse	ADJ	glorieux
amye	NOUN	ami
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
.	PUNCT	.
Le	DET	le
povre	ADJ	pauvre
mallade	ADJ	malade
deffectueulx	ADJ	défucler
et	CCONJ	et
contrefaict	VERB	contrefaire
de	ADP	de
membres	NOUN	membre
recouvra	VERB	recouvrer
santé	NOUN	santé
et	CCONJ	et
chemina	VERB	cheminer
droictement	ADV	droitarme
et	CCONJ	et
sez	VERB	savoir
membres	NOUN	membre
furent	VERB	estre
situez	NOUN	siteur
et	CCONJ	et
remys	VERB	remir
,	PUNCT	,
dont	PRON	dont
Dieu	PROPN	dieu
soit	VERB	estre
loué	VERB	louer
et	CCONJ	et
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
.	PUNCT	.
Adonc	ADV	adonc
s'	DET	soi
en	ADP	en
retourna	VERB	retourner
le	DET	le
povre	ADJ	pauvre
homme	NOUN	homme
en	ADP	en
sa	DET	son
maison	NOUN	maison
magniffiant	VERB	mangieffoir
et	CCONJ	et
gloriffiant	VERB	grévité
le	DET	le
sainct	ADJ	saint
non	NOUN	nom
de	ADP	de
Dieu	PROPN	dieu
et	CCONJ	et
en	ADP	en
rendant	VERB	rendre
graces	NOUN	grace
a	ADP	a
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
en	ADP	en
disant	VERB	dire
:	PUNCT	:
«	PUNCT	"
Saincte	ADJ	saint
dame	NOUN	dame
,	PUNCT	,
quant	SCONJ	cant
tu	PRON	tu
estois	VERB	estre
en	ADP	en
terre	NOUN	terre
,	PUNCT	,
tu	PRON	tu
norrissois	NOUN	noroiss
et	CCONJ	et
soustenois	NOUN	soutonnet
les	DET	le
povres	ADJ	pauvre
et	CCONJ	et
maintenant	ADV	maintenant
que	SCONJ	que
tu	PRON	tu
regnes	NOUN	renge
au	ADP.DET	a.le
ciel	NOUN	ciel
avecquez	ADP	avec
Dieu	PROPN	dieu
,	PUNCT	,
nostre	DET	notre
createur	NOUN	créateur
,	PUNCT	,
tu	PRON	tu
donnes	NOUN	donner
aux	ADP.DET	à.le
mallades	ADJ	malade
santé	NOUN	santé
et	CCONJ	et
garison	NOUN	garison
.	PUNCT	.
Tu	PRON	tu
les	DET	le
norrissois	NOUN	noroiss
en	ADP	en
terre	NOUN	terre
de	ADP	de
viandes	NOUN	venir
corporelles	NOUN	corpelort
,	PUNCT	,
maintenant	ADV	maintenant
tu	PRON	tu
lez	DET	lez
confortes	NOUN	conforter
espirituellement	NOUN	esprilitier
et	CCONJ	et
donnes	NOUN	donner
santé	NOUN	santé
a	ADP	a
ceulx	PRON	cil
qui	PRON	qui
te	PRON	tu
requierent	VERB	requerre
et	CCONJ	et
ont	VERB	avoir
devocion	NOUN	devocir
a	ADP	a
toy	PRON	toi
.	PUNCT	.
Hee	NOUN	häir
,	PUNCT	,
vraye	ADJ	vrai
benoiste	NOUN	benëir
,	PUNCT	,
bien	NOUN	bien
euree	NOUN	avoir
,	PUNCT	,
ta	DET	ton
haultesse	NOUN	hautier
pardurable	ADJ	perdurable
donne	VERB	donner
grace	NOUN	grace
a	ADP	a
ceulx	PRON	cil
qui	PRON	qui
demeurent	VERB	demeurer
au	ADP.DET	a.le
service	NOUN	service
Nostre	DET	notre
Seigneur	NOUN	seigneur
.	PUNCT	.
»	PUNCT	"
Ceulx	DET	cil
qui	PRON	qui
estoient	VERB	estre
illecquez	VERB	illuec
ce	PRON	ce
rejouyssoient	VERB	rejouir
de	ADP	de
sez	VERB	savoir
miracles	NOUN	miralt
et	CCONJ	et
le	DET	le
magnifestoient	VERB	mansageilier
a	ADP	a
tous	DET	tout
;	PUNCT	;
xvij	NOUN	livre
jours	NOUN	jour
dura	VERB	durer
le	DET	le
pelerinage	NOUN	pelerin
en	ADP	en
ce	PRON	ce
sainct	ADJ	saint
lieu	NOUN	lieu
.	PUNCT	.
Les	DET	le
sainctz	NOUN	saint
miracles	NOUN	miralt
furent	VERB	estre
manifestés	NOUN	mander
et	CCONJ	et
declarés	NOUN	déclarer
au	ADP.DET	a.le
tres	ADV	très
debonnayre	ADJ	debonainement
roy	NOUN	roi
Louys	PROPN	louis
de	ADP	de
France	PROPN	france
.	PUNCT	.
Et	CCONJ	et
dedans	ADP	dedans
son	DET	son
palays	NOUN	palais
a	ADP	a
ses	DET	son
princes	NOUN	prince
et	CCONJ	et
a	ADP	a
tous	DET	tout
ceulx	PRON	cil
qui	PRON	qui
chevochoient	VERB	chevauchier
avecquez	ADP	avec
luy	PRON	lui
furent	VERB	estre
manifestés	NOUN	mander
les	DET	le
miracles	NOUN	miralt
;	PUNCT	;
si	ADV	si
en	ADP	en
furent	VERB	estre
moult	ADV	moult
joyeulx	NOUN	joyeux
et	CCONJ	et
en	ADP	en
rendirent	VERB	rendre
graces	NOUN	grace
et	CCONJ	et
louenges	NOUN	louange
a	ADP	a
Nostre	DET	notre
Seigneur	NOUN	seigneur
.	PUNCT	.
Iceluy	DET	cil
roy	NOUN	roi
Louys	PROPN	louis
,	PUNCT	,
desirant	VERB	desirrer
avoir	VERB	avoir
la	DET	le
grace	NOUN	grace
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
et	CCONJ	et
estre	VERB	estre
aydé	NOUN	aider
par	ADP	par
sez	VERB	savoir
merites	NOUN	merite
et	CCONJ	et
intercessions	NOUN	inclatres
,	PUNCT	,
luy	PRON	lui
donna	VERB	donner
une	DET	un
ville	NOUN	ville
que	SCONJ	que
on	PRON	on
apelle	VERB	apeler
Coullons	VERB	coloir
et	CCONJ	et
toutes	DET	tout
sez	VERB	savoir
apartenances	NOUN	appartenance
et	CCONJ	et
ce	PRON	ce
fut	VERB	être
le	DET	le
jour	NOUN	jour
de	ADP	de
la	DET	le
translacion	NOUN	trenchaillier
de	ADP	de
son	DET	son
corps	NOUN	corps
en	ADP	en
telle	DET	tel
maniere	NOUN	manière
que	SCONJ	que
ceulx	PRON	cil
qui	PRON	qui
servoient	VERB	servir
en	ADP	en
celle	DET	cil
abbaye	NOUN	abbaye
en	ADP	en
eussent	VERB	avoir
ayde	NOUN	aider
a	ADP	a
leur	DET	leur
soustenances	NOUN	soutenir
en	ADP	en
priant	VERB	priier
le	DET	le
roy	NOUN	roi
du	ADP.DET	de.le
ciel	NOUN	ciel
pour	ADP	pour
l'	DET	le
estat	NOUN	état
de	ADP	de
l'	DET	le
empire	NOUN	empire
,	PUNCT	,
pour	ADP	pour
la	DET	le
paix	NOUN	paix
,	PUNCT	,
pour	ADP	pour
la	DET	le
santé	NOUN	santé
de	ADP	de
luy	PRON	lui
,	PUNCT	,
de	ADP	de
sa	DET	son
fame	NOUN	feme
et	CCONJ	et
de	ADP	de
sez	VERB	savoir
enfans	NOUN	enfant
.	PUNCT	.
Le	DET	le
xlviije	NOUN	levition
jour	NOUN	jour
puys	NOUN	puis
que	SCONJ	que
le	DET	le
corps	NOUN	corps
sainct	ADJ	saint
fut	VERB	être
deffouy	NOUN	deffoir
de	ADP	de
terre	NOUN	terre
selon	ADJ	selon
la	DET	le
priere	NOUN	priier
de	ADP	de
la	DET	le
saincte	ADJ	saint
abbesse	NOUN	abbé
,	PUNCT	,
le	DET	le
sainct	ADJ	saint
evesque	NOUN	évêque
qui	PRON	qui
estoit	VERB	estre
apellé	VERB	appeler
Eubrach	PROPN	heubarc
,	PUNCT	,
qui	PRON	qui
en	ADP	en
yceluy	DET	cil
temps	NOUN	temps
gouvernoit	VERB	gouverner
le	DET	le
siege	NOUN	siege
de	ADP	de
la	DET	le
cité	NOUN	cité
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
vint	VERB	venir
illec	ADV	illuec
a	ADP	a
grand	ADJ	grand
compagnie	NOUN	compagnie
de	ADP	de
clers	NOUN	cler
,	PUNCT	,
et	CCONJ	et
fut	VERB	être
receu	VERB	recevoir
de	ADP	de
celle	DET	cil
saincte	ADJ	saint
abbesse	NOUN	abbé
et	CCONJ	et
luy	PRON	lui
requist	VERB	requerre
amyablement	NOUN	ambayement
-	PUNCT	-
ja	ADV	ja
çoyt	VERB	coi
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
avoit	VERB	avoir
ouy	VERB	ouïr
par	ADP	par
avant	ADV	avant
-	PUNCT	-
la	DET	le
multitude	NOUN	multitude
des	ADP.DET	de.le
miracles	NOUN	miralt
que	SCONJ	que
Nostre	DET	notre
Seigneur	NOUN	seigneur
faisoit	VERB	faire
par	ADP	par
madame	NOUN	mademe
saincte	ADJ	saint
Bauptheur	NOUN	bauthoup
.	PUNCT	.
Le	DET	le
sainct	ADJ	saint
evesque	NOUN	évêque
ce	PRON	ce
mist	VERB	metre
devant	ADP	devant
le	DET	le
sainct	ADJ	saint
corps	NOUN	corps
et	CCONJ	et
regarda	VERB	regarder
les	DET	le
miracles	NOUN	miralt
de	ADP	de
Dieu	PROPN	dieu
en	ADP	en
ceulx	PRON	cil
qui	PRON	qui
avoient	VERB	avoir
leur	DET	leur
santé	NOUN	santé
restoree	VERB	restorer
et	CCONJ	et
en	ADP	en
rendit	VERB	rendre
graces	NOUN	grace
a	ADP	a
Dieu	PROPN	dieu
le	DET	le
tout	DET	tout
puissant	ADJ	poissant
.	PUNCT	.
Or	ADV	or
voyés	NOUN	voir
combien	NOUN	combien
grand	ADJ	grand
merite	NOUN	merite
avront	VERB	avoir
au	ADP.DET	a.le
ciel	NOUN	ciel
ceulx	PRON	cil
qui	PRON	qui
tousjours	ADV	toujours
l'	DET	le
aymeront	VERB	aimer
de	ADP	de
cueur	NOUN	coeur
pur	ADP	pour
et	CCONJ	et
nect	ADJ	necit
et	CCONJ	et
qui	PRON	qui
garderont	VERB	garder
ses	DET	son
commandemens	NOUN	commandement
!	PUNCT	!
Lors	ADV	lors
vint	VERB	venir
le	DET	le
sainct	ADJ	saint
evesque	NOUN	évêque
avec	ADP	avec
tout	DET	tout
l'	DET	le
ordre	NOUN	ordre
des	ADP.DET	de.le
clers	NOUN	cler
et	CCONJ	et
des	ADP.DET	de.le
sainctes	NOUN	saint
vierges	NOUN	verge
devant	ADP	devant
le	DET	le
sainct	ADJ	saint
corps	NOUN	corps
et	CCONJ	et
ce	PRON	ce
mist	VERB	metre
en	ADP	en
orayson	NOUN	orainse
,	PUNCT	,
et	CCONJ	et
aussi	ADV	aussi
firent	VERB	faire
tous	DET	tout
et	CCONJ	et
toutes	DET	tout
,	PUNCT	,
et	CCONJ	et
leur	DET	leur
dict	VERB	dire
qu'	SCONJ	que
ilz	PRON	il
priassent	VERB	priser
Dieu	PROPN	dieu
que	SCONJ	que
il	PRON	il
leur	DET	leur
fut	VERB	être
en	ADP	en
ayde	NOUN	aider
et	CCONJ	et
qu'	SCONJ	que
il	PRON	il
leur	DET	leur
octroyast	VERB	octroyer
qu'	SCONJ	que
ilz	PRON	il
peussent	VERB	pouvoir
porter	VERB	porter
d'	ADP	de
illec	ADV	illuec
le	DET	le
sainct	ADJ	saint
corps	NOUN	corps
de	ADP	de
sa	DET	son
tres	ADV	très
loyalle	NOUN	loyalle
servante	NOUN	servir
.	PUNCT	.
Quant	SCONJ	cant
ilz	PRON	il
eurent	VERB	avoir
finé	NOUN	finer
leur	DET	leur
orayson	NOUN	orainse
,	PUNCT	,
vindrent	VERB	venir
au	ADP.DET	a.le
sainct	ADJ	saint
corps	NOUN	corps
en	ADP	en
grand	ADJ	grand
crainte	NOUN	crainte
et	CCONJ	et
l'	DET	le
aporterent	VERB	aporter
a	ADP	a
grandz	ADJ	grand
louenges	NOUN	louange
a	ADP	a
l'	DET	le
eglise	NOUN	église
Nostre	DET	notre
