1400	NOUN	@card@
et	CCONJ	et
parlera	VERB	parler
de	ADP	de
ceste	DET	cest
matiere	NOUN	matiere
,	PUNCT	,
et	CCONJ	et
ont	VERB	avoir
requiz	VERB	requérir
le	DET	le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
general	NOUN	genail
qu'	SCONJ	que
il	PRON	il
se	PRON	se
opposast	NOUN	opposer
à	ADP	à
ce	PRON	ce
avec	ADP	avec
eulx	PRON	eux
,	PUNCT	,
lequel	DET	lequel
a	ADP	a
dit	VERB	dire
qu'	SCONJ	que
il	PRON	il
fera	VERB	faire
tousjours	ADV	toujours
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
lui	PRON	lui
apartendra	VERB	apparter
à	ADP	à
cause	NOUN	cause
de	ADP	de
son	DET	son
office	NOUN	office
à	ADP	à
ce	PRON	ce
que	SCONJ	que
lui	PRON	lui
sera	VERB	estre
ordonné	VERB	ordonner
et	CCONJ	et
commendé	VERB	commender
de	ADP	de
par	ADP	par
la	DET	le
Court	VERB	cour
.	PUNCT	.
Et	CCONJ	et
oultre	ADP	outre
ont	VERB	avoir
dit	VERB	dire
ceulx	PRON	cil
de	ADP	de
l'	DET	le
Université	NOUN	unirever
que	SCONJ	que
,	PUNCT	,
samedi	NOUN	samedi
derrien	NOUN	derrier(e)
passé	NOUN	passer
,	PUNCT	,
s'	DET	soi
il	PRON	il
n'	ADV	ne
eussent	VERB	avoir
esté	VERB	être
au	ADP.DET	a.le
Conseil	NOUN	conseil
du	ADP.DET	de.le
Roy	NOUN	roi
pour	ADP	pour
soy	PRON	soi
opposer	VERB	opposer
à	ADP	à
la	DET	le
requeste	NOUN	requête
desdiz	ADP.DET	de.ledit
legas	ADJ	lage
du	ADP.DET	de.le
Pape	NOUN	pape
,	PUNCT	,
leur	DET	leur
eust	VERB	avoir
esté	VERB	être
octroyé	VERB	octroyer
au	ADP.DET	a.le
Grant	ADJ	grant
Conseil	NOUN	conseil
ce	PRON	ce
que	SCONJ	que
requeroient	VERB	requerre
.	PUNCT	.
Si	ADV	si
a	ADP	a
respondu	VERB	respondre
la	DET	le
Court	VERB	cour
que	SCONJ	que
en	ADP	en
ce	PRON	ce
et	CCONJ	et
autrement	ADV	autrement
ilz	PRON	il
feront	VERB	faire
,	PUNCT	,
pour	ADP	pour
l'	DET	le
onneur	NOUN	honneur
du	ADP.DET	de.le
Roy	NOUN	roi
et	CCONJ	et
du	ADP.DET	de.le
royaume	NOUN	royaume
garder	VERB	garder
et	CCONJ	et
pour	ADP	pour
le	DET	le
bien	NOUN	bien
aussy	ADV	aussi
du	ADP.DET	de.le
royaume	NOUN	royaume
et	CCONJ	et
pour	ADP	pour
justice	NOUN	justicier
,	PUNCT	,
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
apartendra	VERB	apparter
,	PUNCT	,
et	CCONJ	et
du	ADP.DET	de.le
mieux	ADV	mieux
qu'	SCONJ	que
elle	PRON	elle
pourra	VERB	pouvoir
.	PUNCT	.
Et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
lesdiz	DET	ledit
legas	ADJ	lage
requeroient	VERB	requerre
à	ADP	à
faire	VERB	faire
une	DET	un
requeste	NOUN	requête
à	ADP	à
la	DET	le
Court	VERB	cour
à	ADP	à
aucun	DET	aucun
jour	NOUN	jour
que	SCONJ	que
pourront	VERB	pouvoir
venir	VERB	venir
;	PUNCT	;
la	DET	le
Court	VERB	cour
fera	VERB	faire
savoir	VERB	savoir
auxdiz	ADV	à.ledit
de	ADP	de
l'	DET	le
Université	NOUN	unirever
le	DET	le
jour	NOUN	jour
ou	CCONJ	ou
l'	DET	le
eure	NOUN	erer
,	PUNCT	,
afin	NOUN	afin
que	SCONJ	que
se	PRON	se
à	ADP	à
ladicte	DET	ledit
requeste	NOUN	requête
faire	VERB	faire
wellent	VERB	celer
estre	VERB	estre
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
y	ADV	y
soient	VERB	estre
,	PUNCT	,
dont	PRON	dont
ilz	PRON	il
ont	VERB	avoir
mercié	VERB	mercïer
la	DET	le
Court	VERB	cour
,	PUNCT	,
et	CCONJ	et
sur	ADP	sur
ce	PRON	ce
se	PRON	se
sont	VERB	estre
parti	VERB	partir
.	PUNCT	.
Puiz	NOUN	puit
a	ADP	a
esté	VERB	être
plaidoiée	NOUN	plaider
une	DET	un
cause	NOUN	cause
criminelle	NOUN	crimille
du	ADP.DET	de.le
ravissement	NOUN	raviser
d'	ADP	de
une	DET	un
fille	NOUN	fille
d'	ADP	de
Anjou	ADP	anjou
.	PUNCT	.
Mercredi	PROPN	mercredi
,	PUNCT	,
XXVJe	ADJ	vingt-quant
jour	NOUN	jour
de	ADP	de
novembre	NOUN	novrement
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
l'	DET	le
arcevesque	NOUN	archevéque
de	ADP	de
Pise	NOUN	pien
,	PUNCT	,
messire	NOUN	seignor
Nycolas	PROPN	nicolas
de	ADP	de
Robertis	PROPN	robert
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
et	CCONJ	et
messire	NOUN	seignor
Geffroy	PROPN	geoffroy
de	ADP	de
Peyrusse	VERB	perois
,	PUNCT	,
docteur	NOUN	doter
et	CCONJ	et
conseiller	VERB	conseillier
du	ADP.DET	de.le
Roy	NOUN	roi
nostre	DET	notre
Sire	NOUN	seignor
,	PUNCT	,
ambaxiateurs	NOUN	ambadatreux
du	ADP.DET	de.le
Pape	NOUN	pape
,	PUNCT	,
sont	VERB	estre
venus	VERB	venir
ceans	ADV	ceans
en	ADP	en
la	DET	le
Chambre	NOUN	chambre
entre	ADP	entre
VIJ	DET	sept
et	CCONJ	et
VIIJ	DET	huit
heures	NOUN	heure
au	ADP.DET	a.le
matin	NOUN	matin
,	PUNCT	,
estans	NOUN	être
les	DET	le
seigneurs	NOUN	seigneur
de	ADP	de
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
en	ADP	en
la	DET	le
Grant	ADJ	grant
Chambre	NOUN	chambre
,	PUNCT	,
et	CCONJ	et
ont	VERB	avoir
presenté	NOUN	presenter
à	ADP	à
la	DET	le
Court	VERB	cour
unes	DET	un
bulles	NOUN	buleu
closes	NOUN	clore
contenens	NOUN	contente
en	ADP	en
effect	NOUN	effet
salut	VERB	salüer
et	CCONJ	et
benediction	NOUN	bendeciner
apostolique	NOUN	apostle
,	PUNCT	,
narration	NOUN	narratin
comment	ADV	comment
ledit	DET	ledit
Saint	ADJ	saint
Pere	NOUN	père
avoit	VERB	avoir
esté	VERB	être
esleu	VERB	esleu
ou	CCONJ	ou
Papat	NOUN	patair
,	PUNCT	,
son	DET	son
entention	NOUN	ententine
et	CCONJ	et
ferveur	NOUN	fervir
qu'	SCONJ	que
il	PRON	il
avoit	VERB	avoir
à	ADP	à
poursuir	VERB	poursuir
la	DET	le
paix	NOUN	paix
et	CCONJ	et
union	DET	unir
de	ADP	de
l'	DET	le
universal	NOUN	unelliers
Eglise	NOUN	église
,	PUNCT	,
en	ADP	en
quoy	PRON	quoi
avoit	VERB	avoir
besoin	NOUN	besoin
d'	ADP	de
aydes	NOUN	aider
,	PUNCT	,
et	CCONJ	et
sa	DET	son
requeste	NOUN	requête
que	SCONJ	que
la	DET	le
Court	VERB	cour
voulsist	VERB	voloir
tousjours	ADV	toujours
ayder	VERB	aidier
à	ADP	à
l'	DET	le
Eglise	NOUN	église
.	PUNCT	.
Et	CCONJ	et
icelle	DET	cil
bulle	NOUN	blois
par	ADP	par
moy	PRON	moi
leue	NOUN	leur
au	ADP.DET	a.le
Conseil	NOUN	conseil
,	PUNCT	,
maistre	NOUN	maître
Geffroy	PROPN	geoffroy
de	ADP	de
Peyrusse	VERB	perois
dessusdit	NOUN	dessus-dit
,	PUNCT	,
une	DET	un
petite	ADJ	petit
prefation	NOUN	prefait
en	ADP	en
latin	DET	lait
premise	ADJ	premier
,	PUNCT	,
print	VERB	prendre
pour	ADP	pour
theme	ADJ	tempe
:	PUNCT	:
Talis	PROPN	taille
enim	ADV	enmi
decebat	VERB	decevoir
ut	VERB	avoir
nobis	NOUN	nobir
esset	VERB	estre
pontifex	NOUN	pontif
.	PUNCT	.
Hebre	NOUN	herbe
.	PUNCT	.
VIIe	ADJ	sixie
originaliter	NOUN	origlier
,	PUNCT	,
in	PRON	in
quibus	ADV	bucier
duo	NOUN	deux
tangi	VERB	tenir
dicebat	NOUN	dicace
,	PUNCT	,
altum	VERB	autme
ipsius	NOUN	pisue
preeminentie	NOUN	prendre
fastigium	NOUN	faitiguis
,	PUNCT	,
cum	SCONJ	comme
dicitur	NOUN	dire
,	PUNCT	,
talis	NOUN	taille
pontifex	NOUN	pontif
,	PUNCT	,
secundo	NOUN	second
,	PUNCT	,
sue	ADJ	suen
legationis	NOUN	letantion
injunctum	DET	injusc
negocium	VERB	nécouis
,	PUNCT	,
cum	SCONJ	comme
dicitur	NOUN	dire
,	PUNCT	,
nobis	NOUN	nobir
decebat	VERB	decevoir
,	PUNCT	,
ut	VERB	avoir
obediremus	ADJ	obbédime
,	PUNCT	,
supple	NOUN	supple
.	PUNCT	.
In	DET	in
primo	NOUN	primon
membro	NOUN	membron
ostendit	NOUN	ostendre
Summi	ADV	sommie
Pontificis	PROPN	pontifion
ingressum	ADJ	ignor
,	PUNCT	,
progressum	VERB	prusquerris
et	CCONJ	et
congressum	VERB	cornesser
;	PUNCT	;
ingressum	ADJ	ignor
,	PUNCT	,
per	NOUN	per
suam	NOUN	sumer
sinceram	NOUN	signer
et	CCONJ	et
sanctam	NOUN	sanctre
,	PUNCT	,
nemine	ADJ	nemine
contradicente	NOUN	contraidde
,	PUNCT	,
electionem	NOUN	extence
,	PUNCT	,
cujus	NOUN	cust
seriem	VERB	sermier
enarravit	NOUN	enraver
;	PUNCT	;
progressum	VERB	prusquerris
ostendit	NOUN	ostendre
per	NOUN	per
suas	NOUN	salüer
virtutes	NOUN	virtuté
mirabiles	NOUN	mirable
et	CCONJ	et
ipsius	NOUN	pisue
strenua	VERB	trente
facta	VERB	faire
,	PUNCT	,
tam	NOUN	tamme
cum	SCONJ	comme
Rege	NOUN	rege
Ludovico	PROPN	louverd-ux
Sicilie	VERB	scilit
,	PUNCT	,
consanguineum	ADJ	consanginue
Regis	NOUN	régis
,	PUNCT	,
quem	DET	comme
multipliciter	VERB	multicitil-
juvit	VERB	juivit
ac	NOUN	acer
magnifice	ADJ	magnifier
recepit	NOUN	recever
;	PUNCT	;
progressum	VERB	prusquerris
vero	NOUN	vëoir
ostendit	NOUN	ostendre
per	NOUN	per
intentionem	NOUN	intention
quam	NOUN	cam
habet	NOUN	abhier
ad	VERB	avoir
pacem	NOUN	pacme
et	CCONJ	et
unionem	NOUN	uniement
,	PUNCT	,
tam	NOUN	tamme
inter	VERB	inter
Grecos	ADJ	greco
et	CCONJ	et
Latinos	PROPN	patin
quàm	NOUN	comme
aliàs	NOUN	aller
faciendam	NOUN	faicence
et	CCONJ	et
procurandam	NOUN	procrocier
,	PUNCT	,
quàm	NOUN	comme
etiam	VERB	aimet
inter	VERB	inter
Francos	PROPN	franc
et	CCONJ	et
Anglos	PROPN	anglan
inter	VERB	inter
se	PRON	se
,	PUNCT	,
pacem	NOUN	pacme
et	CCONJ	et
pacis	NOUN	pacis
conditiones	NOUN	cantinde
multipliciter	VERB	multicitil-
commendando	VERB	commander
et	CCONJ	et
extollendo	DET	eutlouin
,	PUNCT	,
de	ADP	de
consilio	NOUN	consilion
generali	VERB	général
etiam	VERB	aimet
celebrando	NOUN	celerbance
in	PRON	in
termino	NOUN	termine
in	PRON	in
Consilio	NOUN	consivre
Pisano	PROPN	pianse
assignato	NOUN	assignaté
,	PUNCT	,
de	ADP	de
statu	NOUN	tastel
Ecclesie	VERB	eccelle
etiam	VERB	aimet
tam	NOUN	tamme
in	PRON	in
capite	NOUN	captier
quam	NOUN	cam
in	PRON	in
membris	NOUN	membre
reformando	VERB	reforner
,	PUNCT	,
in	PRON	in
premissis	ADJ	prendre
diu	NOUN	dieu
insistendo	NOUN	instimer
punctis	ADJ	pontquis
.	PUNCT	.
Demum	DET	demo
quoad	NOUN	caon
secundum	NOUN	secondure
principale	NOUN	principal
scilicet	NOUN	scilite
negocii	VERB	nagier
eis	NOUN	ais
injuncti	DET	incunt
,	PUNCT	,
Curiam	PROPN	curir
exhortando	NOUN	exormation
ut	VERB	avoir
eidem	VERB	aidier
Summo	X	sommie
Pontifici	PROPN	potindre
Ecclesieque	NOUN	ecclocer
assistat	VERB	assëoir
,	PUNCT	,
ut	VERB	avoir
promptius	NOUN	promptier
que	SCONJ	que
Summus	VERB	sommil
Pontifex	PROPN	pontif
intendit	ADJ	intendre
ad	VERB	avoir
efectum	NOUN	esteche
perducantur	NOUN	perdurdeux
prosperum	VERB	présuppre
,	PUNCT	,
ut	VERB	avoir
tandem	VERB	tendre
a	ADP	a
Deo	ADP	doi
domini	VERB	dominir
Curie	VERB	curir
,	PUNCT	,
regii	NOUN	régit
consiliarii	VERB	consilion
,	PUNCT	,
honorem	NOUN	honorement
et	CCONJ	et
gloriam	NOUN	glorie
mereantur	NOUN	mereator
;	PUNCT	;
postmodum	NOUN	postume
causam	VERB	causemant
,	PUNCT	,
quam	NOUN	cam
in	PRON	in
Curia	VERB	curir
habebat	NOUN	hababetre
cardinalis	ADJ	cartin
de	ADP	de
Flisco	NOUN	flosir
pro	ADV	pro
quodam	NOUN	comader
prioratu	VERB	priorois
,	PUNCT	,
recommendavit	VERB	recommander
.	PUNCT	.
Aux	CCONJ	à.le
quelles	DET	quel
choses	NOUN	chose
le	DET	le
president	VERB	prendre
pour	ADP	pour
la	DET	le
Court	VERB	cour
remercia	VERB	remercire
le	DET	le
Pape	NOUN	pape
et	CCONJ	et
iceulx	DET	cil
legas	ADJ	lage
,	PUNCT	,
et	CCONJ	et
offri	VERB	offrir
la	DET	le
Court	VERB	cour
aux	ADP.DET	à.le
dictes	VERB	dire
requestes	NOUN	requête
en	ADP	en
ce	PRON	ce
qu'	SCONJ	que
elle	PRON	elle
puet	VERB	pöoir
,	PUNCT	,
puiz	NOUN	pöoir
se	PRON	se
partirent	VERB	partir
icelx	DET	cil
legas	ADJ	lage
.	PUNCT	.
Mercredi	PROPN	mercredi
,	PUNCT	,
IIJe	DET	istre
jour	NOUN	jour
de	ADP	de
décembre	NOUN	dechevoir
.	PUNCT	.
Sur	ADP	sur
la	DET	le
requeste	NOUN	requête
faicte	VERB	faire
par	ADP	par
le	DET	le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
que	SCONJ	que
aucun	DET	aucun
fu	VERB	estre
commiz	NOUN	commint
à	ADP	à
visiter	VERB	visiter
le	DET	le
procès	NOUN	proché
du	ADP.DET	de.le
Chastellet	PROPN	châtelet
ou	CCONJ	ou
lieu	NOUN	lieu
de	ADP	de
me	PRON	je
Robert	PROPN	robert
Piedefer	PROPN	peidere
,	PUNCT	,
par	ADP	par
avant	ADV	avant
conseiller	VERB	conseillier
du	ADP.DET	de.le
Roy	NOUN	roi
oudit	ADP.DET	en.ledit
Chastellet	PROPN	châtelet
,	PUNCT	,
et	CCONJ	et
maintenant	ADV	maintenant
conseiller	VERB	conseillier
d'	ADP	de
icellui	DET	cil
Seigneur	NOUN	seigneur
ceans	ADV	ceans
,	PUNCT	,
duquel	ADP.DET	de.lequel
office	NOUN	office
estoit	VERB	estre
procés	NOUN	procée
et	CCONJ	et
contens	NOUN	content
entre	ADP	entre
plusieurs	DET	plusieurs
,	PUNCT	,
appoincté	VERB	appointer
est	VERB	estre
que	SCONJ	que
,	PUNCT	,
pendent	VERB	pendre
le	DET	le
procès	NOUN	proché
et	CCONJ	et
quousque	PRON	cousque
sera	VERB	estre
decidé	NOUN	decider
dudit	ADP.DET	de.ledit
procès	NOUN	proché
,	PUNCT	,
maistre	NOUN	maître
Pierre	PROPN	piere
de	ADP	de
Monstiers	NOUN	monter
,	PUNCT	,
par	ADP	par
provision	NOUN	provoisin
,	PUNCT	,
visitera	VERB	visité
lesdiz	DET	ledit
procès	NOUN	proché
de	ADP	de
Chastellet	PROPN	châtelet
et	CCONJ	et
conseillera	VERB	conseillier
en	ADP	en
percevant	NOUN	perceval
pro	ADV	pro
rata	VERB	ratre
temporis	NOUN	tempore
les	DET	le
gages	NOUN	gage
audit	ADV	à.ledit
office	NOUN	office
apartenens	VERB	appartenir
.	PUNCT	.
Juedi	PROPN	jedit
,	PUNCT	,
XJe	ADJ	disme
jour	NOUN	jour
de	ADP	de
decembre	NOUN	dececer
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
les	DET	le
executeurs	NOUN	exceuture
du	ADP.DET	de.le
testament	NOUN	testament
et	CCONJ	et
derrienne	ADJ	derrine
volenté	NOUN	volenté
de	ADP	de
feu	NOUN	feu
messire	NOUN	seignor
J	PRON	je
.	PUNCT	.
Tabary	VERB	tabari
,	PUNCT	,
jadis	ADV	jadis
evesque	NOUN	évêque
de	ADP	de
Therouenne	PROPN	terohhoie
,	PUNCT	,
ont	VERB	avoir
volu	VERB	vouloir
,	PUNCT	,
wellent	VERB	celer
et	CCONJ	et
consentent	VERB	consentir
que	SCONJ	que
de	ADP	de
la	DET	le
somme	NOUN	somme
de	ADP	de
VIIc	DET	suix
escus	NOUN	escu
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
en	ADP	en
depos	ADV	depos
par	ADP	par
devers	ADP	devers
la	DET	le
Court	VERB	cour
pour	ADP	pour
estre	VERB	estre
emploiez	VERB	employer
et	CCONJ	et
convertiz	VERB	convertir
en	ADP	en
rentes	NOUN	rente
et	CCONJ	et
revenues	NOUN	revenir
au	ADP.DET	a.le
proufit	NOUN	provoir
de	ADP	de
l'	DET	le
evesque	NOUN	évêque
qui	PRON	qui
à	ADP	à
present	NOUN	présent
est	VERB	estre
et	CCONJ	et
de	ADP	de
ses	DET	son
successeurs	NOUN	succerseux
,	PUNCT	,
pour	ADP	pour
cause	NOUN	cause
d'	ADP	de
un	DET	un
admortissement	NOUN	amorter
fait	VERB	faire
par	ADP	par
ledit	DET	ledit
evesque	NOUN	évêque
,	PUNCT	,
Vc	DET	cix
XXVII	DET	vingt-sinquer
escus	NOUN	escu
et	CCONJ	et
XIIIJ	DET	suit-gent
solz	NOUN	sou
parisis	NOUN	parisis
en	ADP	en
soient	VERB	estre
baillez	NOUN	bailler
audit	ADV	à.ledit
monsr	NOUN	monseigneur
l'	DET	le
evesque	NOUN	évêque
ou	CCONJ	ou
son	DET	son
procureur	NOUN	procureur
,	PUNCT	,
pour	ADP	pour
estre	VERB	estre
converti	VERB	convertir
en	ADP	en
l'	DET	le
achat	VERB	acheter
d'	ADP	de
un	DET	un
fief	NOUN	fief
,	PUNCT	,
ainsy	ADV	ainsi
qu'	SCONJ	que
il	PRON	il
se	PRON	se
comporte	NOUN	compreter
,	PUNCT	,
tant	ADV	tant
en	ADP	en
cens	DET	cent
,	PUNCT	,
rentes	NOUN	rente
,	PUNCT	,
boiz	NOUN	boiz
,	PUNCT	,
dismes	NOUN	dire
,	PUNCT	,
terrages	NOUN	terrane
,	PUNCT	,
revenues	NOUN	revenir
,	PUNCT	,
drois	ADJ	droit
,	PUNCT	,
possessions	NOUN	possession
et	CCONJ	et
autres	PRON	autre
choses	NOUN	chose
achetez	VERB	acheter
de	ADP	de
Sohier	NOUN	sohier
de	ADP	de
L'	DET	le
Isle	NOUN	isle
,	PUNCT	,
escuier	NOUN	escuier
,	PUNCT	,
et	CCONJ	et
de	ADP	de
sa	DET	son
femme	NOUN	femme
.	PUNCT	.
Venredi	VERB	venir
,	PUNCT	,
XIJe	ADJ	signet
jour	NOUN	jour
de	ADP	de
decembre	NOUN	dececer
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
ont	VERB	avoir
esté	VERB	être
receuz	VERB	recevoir
ceans	ADV	ceans
maistre	NOUN	maître
Guillaume	PROPN	guillaume
de	ADP	de
Villiers	NOUN	villers
,	PUNCT	,
president	VERB	prendre
en	ADP	en
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
ou	CCONJ	ou
lieu	NOUN	lieu
de	ADP	de
maistre	NOUN	maître
R	NOUN	re
.	PUNCT	.
Waguet	PROPN	wagget
,	PUNCT	,
nagueres	NOUN	naguer
trespassé	VERB	trespasser
,	PUNCT	,
et	CCONJ	et
maistre	NOUN	maître
Jaques	PROPN	jacques
Branlart	PROPN	brantagle
,	PUNCT	,
dyocesis	VERB	dire
Cathalaunensis	PROPN	catenable
,	PUNCT	,
Gerart	PROPN	gerradir
Perriere	NOUN	perriere
,	PUNCT	,
Matisconensis	PROPN	matsonnel
,	PUNCT	,
Clement	VERB	clement
de	ADP	de
Fauquenbergue	PROPN	falquermence
,	PUNCT	,
Picardus	PROPN	percical
,	PUNCT	,
Pierre	PROPN	piere
Johan	PROPN	jean
,	PUNCT	,
Parisiensis	PROPN	parisise
,	PUNCT	,
es	ADP.DET	en.le
lieuz	NOUN	lieu
de	ADP	de
IIIJ	DET	quatre
des	ADP.DET	de.le
seigneurs	NOUN	seigneur
vacans	NOUN	vascant
en	ADP	en
ladicte	DET	ledit
Chambre	NOUN	chambre
,	PUNCT	,
et	CCONJ	et
maistre	NOUN	maître
Pierre	PROPN	piere
Le	DET	le
Jay	PROPN	ja
,	PUNCT	,
brioiz	NOUN	briier
,	PUNCT	,
né	VERB	naistre
de	ADP	de
Resbaiz	PROPN	resbassir
en	ADP	en
Brie	NOUN	brief
,	PUNCT	,
ou	CCONJ	ou
lieu	NOUN	lieu
de	ADP	de
maistre	NOUN	maître
Simon	ADJ	simon
Gudin	PROPN	guaint
,	PUNCT	,
vacant	NOUN	vasant
aux	ADP.DET	à.le
Requestes	PROPN	requête
du	ADP.DET	de.le
Palaiz	VERB	palais
,	PUNCT	,
precedent	VERB	prédecent
election	NOUN	ellet
solennelment	NOUN	sonellent
faicte	VERB	faire
ceans	ADV	ceans
par	ADP	par
monseigneur	NOUN	monseigneur
le	DET	le
Chancellier	VERB	chancelier
des	ADP.DET	de.le
ores	NOUN	ore
à	ADP	à
IIJ	DET	deus
sepmaines	NOUN	semaine
et	CCONJ	et
les	DET	le
seigneurs	NOUN	seigneur
du	ADP.DET	de.le
Conseil	NOUN	conseil
du	ADP.DET	de.le
Roy	NOUN	roi
ceans	ADV	ceans
et	CCONJ	et
du	ADP.DET	de.le
Grant	ADJ	grant
Conseil	NOUN	conseil
,	PUNCT	,
et	CCONJ	et
ont	VERB	avoir
fait	VERB	faire
le	DET	le
serment	NOUN	serment
acoustumé	VERB	accoutumer
.	PUNCT	.
Samedi	PROPN	samedi
,	PUNCT	,
XIIJe	ADJ	untiz
jour	NOUN	jour
de	ADP	de
decembre	NOUN	dececer
.	PUNCT	.
Hier	PROPN	hier
furent	VERB	estre
ceans	ADV	ceans
receu	VERB	recevoir
par	ADP	par
election	NOUN	ellet
solennelment	NOUN	sonellent
faicte	VERB	faire
ores	NOUN	ore
à	ADP	à
IIJ	DET	deus
sepmaines	NOUN	semaine
par	ADP	par
le	DET	le
Chancellier	VERB	chancelier
et	CCONJ	et
les	DET	le
seigneurs	NOUN	seigneur
de	ADP	de
ceans	ADV	ceans
et	CCONJ	et
du	ADP.DET	de.le
Grant	ADJ	grant
Conseil	NOUN	conseil
maistre	NOUN	maître
Guillaume	PROPN	guillaume
de	ADP	de
Villiers	NOUN	villers
en	ADP	en
president	VERB	prendre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
ou	CCONJ	ou
lieu	NOUN	lieu
de	ADP	de
feu	NOUN	feu
maistre	NOUN	maître
Robert	PROPN	robert
Waguet	PROPN	wagget
,	PUNCT	,
maistre	NOUN	maître
Jaques	PROPN	jacques
Branlart	PROPN	brantagle
,	PUNCT	,
champenoiz	NOUN	champelon
,	PUNCT	,
Gerart	PROPN	gerradir
Perriere	NOUN	perriere
,	PUNCT	,
masconnois	NOUN	mansogne
ou	CCONJ	ou
lionnoiz	NOUN	loinir
,	PUNCT	,
Clemens	PROPN	clement
de	ADP	de
Fauquanbergue	PROPN	fauguembos
,	PUNCT	,
picart	NOUN	picard
,	PUNCT	,
Pierre	PROPN	piere
Johan	PROPN	jean
,	PUNCT	,
françoiz	ADJ	françois
,	PUNCT	,
né	VERB	naistre
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
es	ADP.DET	en.le
lieu	NOUN	lieu
de	ADP	de
IIIJ	DET	quatre
des	ADP.DET	de.le
seigneurs	NOUN	seigneur
vacans	NOUN	vascant
en	ADP	en
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
,	PUNCT	,
et	CCONJ	et
maistre	NOUN	maître
Pierre	PROPN	piere
Le	DET	le
Jay	PROPN	ja
,	PUNCT	,
brioiz	NOUN	briier
,	PUNCT	,
né	VERB	naistre
de	ADP	de
Resbaiz	PROPN	resbassir
en	ADP	en
Brie	NOUN	brief
,	PUNCT	,
ou	CCONJ	ou
lieu	NOUN	lieu
de	ADP	de
maistre	NOUN	maître
Simon	ADJ	simon
Gudin	PROPN	guaint
,	PUNCT	,
au	ADP.DET	a.le
Requestes	PROPN	requête
du	ADP.DET	de.le
Palaiz	VERB	palais
,	PUNCT	,
et	CCONJ	et
ont	VERB	avoir
esté	VERB	être
prins	NOUN	prendre
en	ADP	en
ladicte	DET	ledit
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
in	PRON	in
ordine	ADJ	roindre
/	PUNCT	en
prius	NOUN	prison
aut	VERB	aler
posterius	NOUN	postrelat
,	PUNCT	,
selon	ADJ	selon
le	DET	le
nombre	NOUN	nombre
des	ADP.DET	de.le
voiz	NOUN	voiz
qu'	SCONJ	que
il	PRON	il
avoient	VERB	avoir
eu	VERB	avoir
en	ADP	en
ladicte	DET	ledit
election	NOUN	ellet
.	PUNCT	.
Et	CCONJ	et
a	ADP	a
esté	VERB	être
retardée	VERB	reterarde
la	DET	le
reception	NOUN	repettre
depuiz	VERB	depuis
l'	DET	le
election	NOUN	ellet
faicte	VERB	faire
,	PUNCT	,
par	ADP	par
ce	PRON	ce
que	SCONJ	que
monseigneur	NOUN	monseigneur
le	DET	le
Chancellier	VERB	chancelier
ne	ADV	ne
venoit	VERB	venir
pas	NOUN	pas
ceans	ADV	ceans
publier	NOUN	puidier
le	DET	le
scrutine	ADJ	surticiner
,	PUNCT	,
et	CCONJ	et
aussy	ADV	aussi
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
aucuns	DET	aucun
nobles	NOUN	noble
se	PRON	se
doloient	VERB	doloir
de	ADP	de
ce	PRON	ce
que	SCONJ	que
l'	DET	le
en	ADP	en
n'	ADV	ne
avoit	VERB	avoir
esleu	VERB	esleu
aucun	DET	aucun
noble	ADJ	noble
homme	NOUN	homme
entre	ADP	entre
lesdiz	DET	ledit
esleuz	VERB	eslire
,	PUNCT	,
disans	VERB	dire
que	SCONJ	que
selon	ADJ	selon
les	DET	le
ordonnances	NOUN	ordonner
royaulx	ADJ	royaux
l'	DET	le
en	ADP	en
doit	VERB	devoir
pranre	NOUN	prendre
des	ADP.DET	de.le
nobles	NOUN	noble
devant	ADP	devant
tous	DET	tout
autres	PRON	autre
,	PUNCT	,
supple	NOUN	supple
qui	PRON	qui
sufficientiores	NOUN	sufficion
aut	VERB	aler
saltem	NOUN	sautement
sufficientes	NOUN	sufficinet
inveniantur	NOUN	invenir
,	PUNCT	,
aut	VERB	aler
saltem	NOUN	sautement
quod	CCONJ	que
tales	NOUN	tale
a	ADP	a
